"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0046496","nicotinamide nucleotide metabolic proces...",25,6,0.7,"0.0019"
"2","GO:0043648","dicarboxylic acid metabolic process",23,4,0.64,"0.0034"
"3","GO:0009063","cellular amino acid catabolic process",23,4,0.64,"0.0034"
"4","GO:1901606","alpha-amino acid catabolic process",23,4,0.64,"0.0034"
"5","GO:0042811","pheromone biosynthetic process",12,3,0.33,"0.0039"
"6","GO:0046693","sperm storage",12,3,0.33,"0.0039"
"7","GO:0016999","antibiotic metabolic process",55,6,1.53,"0.0040"
"8","GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",4,2,0.11,"0.0045"
"9","GO:0046653","tetrahydrofolate metabolic process",4,2,0.11,"0.0045"
"10","GO:0030728","ovulation",13,3,0.36,"0.0050"
"11","GO:0045824","negative regulation of innate immune res...",13,3,0.36,"0.0050"
"12","GO:0046008","regulation of female receptivity, post-m...",14,3,0.39,"0.0062"
"13","GO:1901605","alpha-amino acid metabolic process",72,11,2.01,"0.0068"
"14","GO:0006551","leucine metabolic process",5,2,0.14,"0.0073"
"15","GO:0006098","pentose-phosphate shunt",5,2,0.14,"0.0073"
"16","GO:0006607","NLS-bearing protein import into nucleus",15,3,0.42,"0.0076"
"17","GO:0019751","polyol metabolic process",15,3,0.42,"0.0076"
"18","GO:0006544","glycine metabolic process",6,2,0.17,"0.0108"
"19","GO:0006734","NADH metabolic process",6,2,0.17,"0.0108"
"20","GO:0006099","tricarboxylic acid cycle",34,4,0.95,"0.0141"
"21","GO:0006101","citrate metabolic process",34,4,0.95,"0.0141"
"22","GO:0042180","cellular ketone metabolic process",52,5,1.45,"0.0143"
"23","GO:0007599","hemostasis",7,2,0.2,"0.0148"
"24","GO:0042381","hemolymph coagulation",7,2,0.2,"0.0148"
"25","GO:0050817","coagulation",7,2,0.2,"0.0148"
"26","GO:0071711","basement membrane organization",19,3,0.53,"0.0148"
"27","GO:0046662","regulation of oviposition",19,3,0.53,"0.0148"
"28","GO:0072350","tricarboxylic acid metabolic process",37,4,1.03,"0.0188"
"29","GO:0019320","hexose catabolic process",8,2,0.22,"0.0194"
"30","GO:0046365","monosaccharide catabolic process",8,2,0.22,"0.0194"
"31","GO:0009065","glutamine family amino acid catabolic pr...",8,2,0.22,"0.0194"
"32","GO:0060033","anatomical structure regression",57,5,1.59,"0.0206"
"33","GO:0044282","small molecule catabolic process",82,9,2.29,"0.0217"
"34","GO:0005975","carbohydrate metabolic process",124,8,3.46,"0.0219"
"35","GO:0006091","generation of precursor metabolites and ...",180,12,5.02,"0.0220"
"36","GO:0018991","oviposition",22,3,0.61,"0.0222"
"37","GO:0042744","hydrogen peroxide catabolic process",9,2,0.25,"0.0245"
"38","GO:0035007","regulation of melanization defense respo...",9,2,0.25,"0.0245"
"39","GO:0017001","antibiotic catabolic process",9,2,0.25,"0.0245"
"40","GO:0043649","dicarboxylic acid catabolic process",9,2,0.25,"0.0245"
"41","GO:0017038","protein import",82,6,2.29,"0.0262"
"42","GO:0009081","branched-chain amino acid metabolic proc...",6,3,0.17,"0.0276"
"43","GO:0009152","purine ribonucleotide biosynthetic proce...",83,6,2.31,"0.0277"
"44","GO:0046952","ketone body catabolic process",1,1,0.03,"0.0279"
"45","GO:0097120","receptor localization to synapse",1,1,0.03,"0.0279"
"46","GO:1903461","Okazaki fragment processing involved in ...",1,1,0.03,"0.0279"
"47","GO:0030710","regulation of border follicle cell delam...",1,1,0.03,"0.0279"
"48","GO:0006528","asparagine metabolic process",1,1,0.03,"0.0279"
"49","GO:0006530","asparagine catabolic process",1,1,0.03,"0.0279"
"50","GO:0006539","glutamate catabolic process via 2-oxoglu...",1,1,0.03,"0.0279"
"51","GO:0034514","mitochondrial unfolded protein response",1,1,0.03,"0.0279"
"52","GO:0045838","positive regulation of membrane potentia...",1,1,0.03,"0.0279"
"53","GO:1901569","fatty acid derivative catabolic process",1,1,0.03,"0.0279"
"54","GO:0033345","asparagine catabolic process via L-aspar...",1,1,0.03,"0.0279"
"55","GO:0006127","glycerophosphate shuttle",1,1,0.03,"0.0279"
"56","GO:0019264","glycine biosynthetic process from serine",1,1,0.03,"0.0279"
"57","GO:0014703","oscillatory muscle contraction",1,1,0.03,"0.0279"
"58","GO:0006107","oxaloacetate metabolic process",1,1,0.03,"0.0279"
"59","GO:0033501","galactose homeostasis",1,1,0.03,"0.0279"
"60","GO:0009051","pentose-phosphate shunt, oxidative branc...",1,1,0.03,"0.0279"
"61","GO:0003010","voluntary skeletal muscle contraction",1,1,0.03,"0.0279"
"62","GO:0006021","inositol biosynthetic process",1,1,0.03,"0.0279"
